first_name,second_name,element_type,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,influence,creativity,threat,now_cost,ict_index,id,value,full_name
Arijanet,Muric,GK,19,540,0,0,1,12,0,0,3,152.4,0.0,0.0,44,15.3,568,4.3181818181818175,Arijanet Muric
Conor,Townsend,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,583,0.0,Conor Townsend
Sam,Szmodics,MID,14,303,1,0,0,5,1,0,0,40.8,16.8,47.0,59,10.3,611,2.3728813559322033,Sam Szmodics
Jens,Cajuste,MID,3,80,0,0,0,1,0,0,0,8.4,25.0,1.0,45,3.4,619,0.6666666666666666,Jens Cajuste
Dara,O'Shea,DEF,9,360,0,0,1,7,1,0,1,107.2,2.0,42.0,40,15.2,630,2.25,Dara O'Shea
Jack,Clarke,MID,9,231,0,1,0,6,1,0,0,42.6,62.6,34.0,55,13.7,631,1.6363636363636365,Jack Clarke
Chiedozie,Ogbene,MID,6,203,0,0,0,3,0,0,0,22.8,29.4,12.0,50,6.4,632,1.2,Chiedozie Ogbene
Facundo,Buonanotte,MID,28,369,2,2,1,5,2,0,3,148.0,98.3,78.0,50,32.4,117,5.6,Facundo Buonanotte
Jordan,Ayew,MID,9,377,0,0,1,8,3,0,0,22.6,60.3,49.0,52,13.2,192,1.7307692307692306,Jordan Ayew
Odsonne,Edouard,FWD,6,139,0,0,0,3,0,0,0,3.0,25.0,50.0,53,7.8,198,1.132075471698113,Odsonne Edouard
Boubakary,Soumaré,MID,1,13,0,0,0,0,1,0,0,0.2,0.6,0.0,45,0.1,285,0.2222222222222222,Boubakary Soumaré
Tom,Cannon,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,286,0.0,Tom Cannon
Hamza,Choudhury,MID,1,14,0,0,0,1,0,0,0,3.0,0.0,0.0,44,0.3,287,0.22727272727272727,Hamza Choudhury
Conor,Coady,DEF,0,7,0,0,0,1,1,0,0,2.0,0.0,0.0,40,0.2,288,0.0,Conor Coady
Patson,Daka,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,48,0.0,289,0.0,Patson Daka
Bobby,De Cordova-Reid,MID,7,157,0,0,0,4,0,0,0,9.0,3.6,11.0,53,2.3,290,1.320754716981132,Bobby De Cordova-Reid
Wout,Faes,DEF,18,630,1,0,1,12,1,0,0,212.4,13.9,52.0,41,27.8,291,4.390243902439024,Wout Faes
Michael,Golding,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,292,0.0,Michael Golding
Mads,Hermansen,GK,21,630,0,0,1,12,0,0,0,272.0,0.2,0.0,45,27.3,293,4.666666666666667,Mads Hermansen
Daniel,Iversen,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,294,0.0,Daniel Iversen
James,Justin,DEF,29,630,2,1,1,12,1,0,2,188.6,40.3,51.0,45,28.0,295,6.444444444444445,James Justin
Victor,Kristiansen,DEF,12,624,0,0,1,12,1,0,0,143.0,102.3,0.0,45,24.5,296,2.6666666666666665,Victor Kristiansen
Wanya,Marçal-Madivádua,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,297,0.0,Wanya Marçal-Madivádua
Stephy,Mavididi,MID,25,384,2,0,1,4,0,0,3,106.0,65.5,88.0,53,25.9,298,4.716981132075471,Stephy Mavididi
Kasey,McAteer,MID,3,10,0,0,0,0,0,0,0,5.2,0.5,6.0,48,1.1,299,0.6249999999999999,Kasey McAteer
Wilfred,Ndidi,MID,23,613,0,4,1,10,3,0,1,193.0,104.0,88.0,50,38.5,300,4.6,Wilfred Ndidi
Caleb,Okoli,DEF,11,450,0,0,1,8,1,0,1,131.8,2.3,26.0,40,16.0,301,2.75,Caleb Okoli
Ricardo,Barbosa Pereira,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,302,0.0,Ricardo Barbosa Pereira
Harry,Souttar,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,303,0.0,Harry Souttar
Jakub,Stolarczyk,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,304,0.0,Jakub Stolarczyk
Luke,Thomas,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,305,0.0,Luke Thomas
Jamie,Vardy,FWD,24,573,2,0,1,12,2,0,4,87.2,42.0,98.0,57,22.5,306,4.2105263157894735,Jamie Vardy
Jannik,Vestergaard,DEF,2,180,0,0,0,3,1,0,0,37.8,0.6,7.0,40,4.5,307,0.5,Jannik Vestergaard
Danny,Ward,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,308,0.0,Danny Ward
Harry,Winks,MID,11,540,0,0,0,12,1,0,0,82.8,103.9,1.0,45,18.9,309,2.4444444444444446,Harry Winks
Oliver,Skipp,MID,8,356,0,0,1,6,2,0,0,46.8,45.8,9.0,49,10.1,501,1.6326530612244896,Oliver Skipp
Abdul,Fatawu,MID,16,275,0,1,0,7,0,0,3,67.4,39.3,44.0,54,15.1,570,2.962962962962963,Abdul Fatawu
Will,Alves,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,606,0.0,Will Alves
Ben,Nelson,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,616,0.0,Ben Nelson
Bilal,El Khannouss,MID,3,78,0,0,0,3,0,0,0,7.4,26.2,2.0,49,3.6,635,0.6122448979591836,Bilal El Khannouss
Alisson,Ramses Becker,GK,35,528,0,0,4,2,0,0,5,126.8,0.0,0.0,55,12.6,310,6.363636363636363,Alisson Ramses Becker
Trent,Alexander-Arnold,DEF,41,582,0,1,5,2,2,0,6,122.2,238.5,45.0,71,40.5,311,5.774647887323943,Trent Alexander-Arnold
Stefan,Bajčetić Maquieira,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,312,0.0,Stefan Bajčetić Maquieira
Conor,Bradley,DEF,4,75,0,0,0,1,0,0,0,17.8,6.5,52.0,47,7.6,313,0.851063829787234,Conor Bradley
Bobby,Clark,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,315,0.0,Bobby Clark
Darwin,Núñez Ribeiro,FWD,9,133,1,0,1,1,0,0,0,51.6,17.8,48.0,71,11.8,316,1.2676056338028168,Darwin Núñez Ribeiro
Diogo,Teixeira da Silva,MID,34,463,2,3,4,1,1,0,1,105.0,54.6,157.0,74,31.6,317,4.594594594594595,Diogo Teixeira da Silva
Ben,Doak,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,318,0.0,Ben Doak
Harvey,Elliott,MID,1,7,0,0,0,0,0,0,0,0.0,2.0,2.0,52,0.4,319,0.1923076923076923,Harvey Elliott
Endo,Wataru,MID,2,2,0,0,0,0,0,0,0,2.4,10.8,0.0,48,1.3,320,0.41666666666666663,Endo Wataru
Cody,Gakpo,FWD,9,207,0,1,1,1,2,0,0,49.2,92.7,42.0,71,18.4,321,1.2676056338028168,Cody Gakpo
Joe,Gomez,DEF,1,1,0,0,0,0,0,0,0,3.0,0.3,0.0,48,0.3,322,0.20833333333333331,Joe Gomez
Ryan,Gravenberch,MID,18,630,0,0,5,2,2,0,1,98.0,88.9,26.0,50,21.2,323,3.6,Ryan Gravenberch
Curtis,Jones,MID,6,149,0,0,1,0,0,0,0,30.2,29.0,26.0,53,8.6,324,1.132075471698113,Curtis Jones
Caoimhin,Kelleher,GK,9,90,0,0,1,0,0,0,1,49.8,0.0,0.0,44,5.0,325,2.0454545454545454,Caoimhin Kelleher
Ibrahima,Konaté,DEF,37,569,1,1,4,2,2,0,1,173.2,29.4,46.0,52,25.0,326,7.115384615384615,Ibrahima Konaté
Luis,Díaz,MID,54,446,5,1,5,1,0,0,8,237.0,136.6,225.0,81,59.8,327,6.666666666666667,Luis Díaz
Mohamed,Salah,MID,62,604,4,4,5,2,0,0,11,276.2,188.0,399.0,127,86.2,328,4.881889763779527,Mohamed Salah
Alexis,Mac Allister,MID,15,554,0,0,4,1,1,0,0,81.8,124.5,57.0,63,26.3,329,2.3809523809523805,Alexis Mac Allister
James,McConnell,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,330,0.0,James McConnell
Tyler,Morton,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,331,0.0,Tyler Morton
Nathaniel,Phillips,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,332,0.0,Nathaniel Phillips
Jarell,Quansah,DEF,1,45,0,0,0,0,0,0,0,15.8,0.5,0.0,41,1.6,333,0.2439024390243902,Jarell Quansah
Rhys,Williams,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,334,0.0,Rhys Williams
Andrew,Robertson,DEF,28,513,0,0,4,2,1,0,0,70.2,158.8,68.0,60,29.7,335,4.666666666666667,Andrew Robertson
Dominik,Szoboszlai,MID,22,537,0,2,4,2,2,0,1,71.2,176.8,95.0,65,34.4,336,3.3846153846153846,Dominik Szoboszlai
Konstantinos,Tsimikas,DEF,9,111,0,0,1,0,0,0,0,17.6,10.9,2.0,47,3.2,337,1.9148936170212765,Konstantinos Tsimikas
Virgil,van Dijk,DEF,36,630,0,0,5,2,1,0,3,146.6,29.1,39.0,60,21.4,339,6.0,Virgil van Dijk
Federico,Chiesa,MID,1,18,0,0,0,0,0,0,0,0.2,0.9,15.0,69,1.6,636,0.14492753623188406,Federico Chiesa
Vítezslav,Jaros,GK,1,11,0,0,0,0,0,0,0,8.8,0.0,0.0,40,0.9,660,0.25,Vítezslav Jaros
Manuel,Akanji,DEF,16,601,0,0,1,7,1,0,0,122.2,127.2,18.0,55,26.8,340,2.909090909090909,Manuel Akanji
Nathan,Aké,DEF,1,2,0,0,0,0,0,0,0,3.4,0.5,0.0,53,0.4,341,0.18867924528301885,Nathan Aké
Bernardo,Veiga de Carvalho e Silva,MID,25,546,0,3,1,7,2,0,4,117.8,255.5,189.0,65,56.2,342,3.8461538461538463,Bernardo Veiga de Carvalho e Silva
Oscar,Bobb,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,48,0.0,343,0.0,Oscar Bobb
Scott,Carson,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,344,0.0,Scott Carson
Kevin,De Bruyne,MID,18,356,1,1,1,3,1,0,2,98.8,246.8,82.0,94,42.7,345,1.9148936170212765,Kevin De Bruyne
Jérémy,Doku,MID,16,333,1,0,1,5,0,0,0,78.6,111.7,74.0,63,26.5,346,2.5396825396825395,Jérémy Doku
Ederson,Santana de Moraes,GK,21,630,0,1,1,8,3,0,2,147.2,10.0,0.0,55,15.7,347,3.8181818181818183,Ederson Santana de Moraes
Phil,Foden,MID,5,166,0,0,0,1,0,0,0,26.2,93.2,42.0,92,16.2,348,0.5434782608695652,Phil Foden
Jack,Grealish,MID,14,326,0,1,0,4,2,0,3,65.2,155.8,99.0,64,32.1,349,2.1875,Jack Grealish
Joško,Gvardiol,DEF,23,582,1,0,1,7,0,0,2,164.4,76.0,132.0,59,37.3,350,3.8983050847457625,Joško Gvardiol
Erling,Haaland,FWD,67,629,10,0,1,8,1,0,14,378.8,52.9,485.0,154,91.8,351,4.35064935064935,Erling Haaland
Julián,Álvarez,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,70,0.0,352,0.0,Julián Álvarez
João,Cavaco Cancelo,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,53,0.0,353,0.0,João Cavaco Cancelo
Mateo,Kovačić,MID,36,523,3,1,1,8,2,0,7,183.6,147.0,53.0,55,38.4,354,6.545454545454546,Mateo Kovačić
Rico,Lewis,DEF,21,485,0,2,1,6,0,0,1,102.2,64.4,59.0,47,22.5,355,4.468085106382978,Rico Lewis
Matheus Luiz,Nunes,MID,7,21,0,1,0,0,0,0,0,25.4,15.3,6.0,49,4.7,356,1.4285714285714284,Matheus Luiz Nunes
James,McAtee,MID,1,1,0,0,0,0,0,0,0,0.2,1.0,2.0,48,0.3,357,0.20833333333333331,James McAtee
Stefan,Ortega Moreno,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,53,0.0,358,0.0,Stefan Ortega Moreno
Rodrigo 'Rodri',Hernandez,MID,2,65,0,0,0,0,0,0,0,10.8,17.1,0.0,63,2.8,360,0.31746031746031744,Rodrigo 'Rodri' Hernandez
Rúben,Gato Alves Dias,DEF,10,546,0,0,1,7,3,0,0,106.4,66.7,40.0,55,21.4,361,1.8181818181818181,Rúben Gato Alves Dias
John,Stones,DEF,10,147,1,0,0,2,1,0,0,44.2,9.5,35.0,53,8.7,362,1.8867924528301885,John Stones
Kyle,Walker,DEF,7,287,0,0,0,5,0,0,0,58.0,77.7,21.0,53,15.7,363,1.320754716981132,Kyle Walker
Sávio 'Savinho',Moreira de Oliveira,MID,19,291,0,3,0,4,1,0,3,72.2,132.6,98.0,65,30.3,571,2.923076923076923,Sávio 'Savinho' Moreira de Oliveira
Nico,O'Reilly,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,607,0.0,Nico O'Reilly
Ilkay,Gündogan,MID,10,374,0,0,0,6,0,0,0,40.2,167.6,47.0,65,25.4,625,1.5384615384615385,Ilkay Gündogan
Issa,Kaboré,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,626,0.0,Issa Kaboré
Amad,Diallo,MID,20,340,1,1,3,1,1,0,0,98.8,167.3,99.0,50,36.5,364,4.0,Amad Diallo
Antony Matheus,dos Santos,MID,2,27,0,0,0,1,0,0,0,7.2,11.3,10.0,58,2.8,365,0.3448275862068965,Antony Matheus dos Santos
Bruno,Borges Fernandes,MID,16,569,0,1,4,7,1,1,0,95.0,120.3,99.0,82,31.3,366,1.9512195121951217,Bruno Borges Fernandes
Altay,Bayindir,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,367,0.0,Altay Bayindir
Carlos Henrique,Casimiro,MID,9,278,0,0,1,6,0,0,0,56.6,85.7,43.0,48,18.6,368,1.8749999999999998,Carlos Henrique Casimiro
Diogo,Dalot Teixeira,DEF,35,630,0,1,4,8,1,0,6,135.6,102.1,13.0,51,24.9,369,6.862745098039215,Diogo Dalot Teixeira
Christian,Eriksen,MID,9,259,0,0,3,1,2,0,0,40.2,133.1,8.0,54,18.1,370,1.6666666666666665,Christian Eriksen
Jonny,Evans,DEF,11,112,0,0,1,0,0,0,3,24.6,1.7,4.0,44,3.0,371,2.5,Jonny Evans
Alejandro,Garnacho,MID,20,409,1,1,2,7,1,0,0,87.0,87.5,140.0,63,31.4,372,3.1746031746031744,Alejandro Garnacho
Hannibal,Mejbri,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,373,0.0,Hannibal Mejbri
Tom,Heaton,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,374,0.0,Tom Heaton
Rasmus,Højlund,FWD,4,94,0,0,1,1,0,0,0,0.0,3.3,4.0,69,0.6,375,0.5797101449275363,Rasmus Højlund
Victor,Lindelöf,DEF,0,45,0,0,0,0,1,0,0,10.8,4.2,0.0,43,1.5,376,0.0,Victor Lindelöf
Harry,Maguire,DEF,8,240,0,0,1,1,3,0,0,42.4,15.0,10.0,49,6.7,377,1.6326530612244896,Harry Maguire
Kobbie,Mainoo,MID,13,571,0,0,4,6,4,0,0,73.2,57.7,23.0,52,15.6,378,2.5,Kobbie Mainoo
Tyrell,Malacia,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,379,0.0,Tyrell Malacia
Lisandro,Martínez,DEF,19,526,0,0,3,8,3,0,1,93.8,30.1,64.0,45,18.8,380,4.222222222222222,Lisandro Martínez
Scott,McTominay,MID,2,17,0,0,0,1,0,0,0,3.2,0.3,5.0,49,0.9,381,0.4081632653061224,Scott McTominay
Mason,Mount,MID,3,144,0,0,1,3,2,0,0,17.4,48.0,42.0,63,10.8,382,0.47619047619047616,Mason Mount
André,Onana,GK,39,630,0,0,4,8,0,0,3,191.8,0.0,0.0,50,19.2,383,7.8,André Onana
Facundo,Pellistri Rebollo,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,384,0.0,Facundo Pellistri Rebollo
Marcus,Rashford,MID,20,480,1,0,3,6,1,0,0,83.2,105.9,90.0,69,27.9,385,2.898550724637681,Marcus Rashford
Luke,Shaw,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,387,0.0,Luke Shaw
Joshua,Zirkzee,FWD,16,380,1,0,2,5,1,0,3,74.4,70.7,143.0,68,28.8,389,2.352941176470588,Joshua Zirkzee
Leny,Yoro,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,572,0.0,Leny Yoro
Matthijs,de Ligt,DEF,25,399,1,0,2,7,1,0,3,130.4,12.8,143.0,50,28.8,593,5.0,Matthijs de Ligt
Noussair,Mazraoui,DEF,26,558,0,1,3,8,1,0,2,118.0,51.1,44.0,46,21.3,594,5.652173913043478,Noussair Mazraoui
Toby,Collyer,MID,1,45,0,0,0,1,0,0,0,14.2,12.6,2.0,45,2.9,613,0.2222222222222222,Toby Collyer
Ethan,Wheatley,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,648,0.0,Ethan Wheatley
Manuel,Ugarte,MID,3,102,0,0,0,2,1,0,0,18.2,6.3,0.0,50,2.4,652,0.6,Manuel Ugarte
Alex,Murphy,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,390,0.0,Alex Murphy
Miguel,Almirón Rejala,MID,3,30,0,0,0,0,0,0,0,3.4,14.6,11.0,56,2.9,391,0.5357142857142857,Miguel Almirón Rejala
Harvey,Barnes,MID,38,384,3,1,1,5,0,0,8,149.2,88.7,142.0,65,38.1,392,5.846153846153846,Harvey Barnes
Sven,Botman,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,393,0.0,Sven Botman
Bruno,Guimarães Rodriguez Moura,MID,19,626,0,1,2,7,2,0,2,121.6,81.3,28.0,63,23.2,394,3.0158730158730154,Bruno Guimarães Rodriguez Moura
Dan,Burn,DEF,18,630,0,0,2,7,3,0,2,126.4,13.6,69.0,44,20.9,395,4.090909090909091,Dan Burn
Martin,Dúbravka,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,396,0.0,Martin Dúbravka
Anthony,Gordon,MID,29,599,2,0,2,6,0,0,5,132.4,232.0,141.0,73,50.6,398,3.972602739726027,Anthony Gordon
Lewis,Hall,DEF,17,427,0,0,2,3,2,0,0,104.6,97.6,10.0,43,21.4,399,3.9534883720930236,Lewis Hall
Isaac,Hayden,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,400,0.0,Isaac Hayden
Alexander,Isak,FWD,19,405,1,1,1,6,0,0,3,77.0,51.9,116.0,83,24.4,401,2.2891566265060237,Alexander Isak
Jacob,Murphy,MID,16,408,0,2,1,4,1,0,0,80.2,91.6,61.0,52,23.3,402,3.0769230769230766,Jacob Murphy
Joelinton Cássio,Apolinário de Lira,MID,19,568,1,0,2,6,4,0,3,116.6,98.9,118.0,60,33.4,403,3.1666666666666665,Joelinton Cássio Apolinário de Lira
Lloyd,Kelly,DEF,8,203,0,1,0,4,1,0,0,56.8,16.7,7.0,44,7.9,404,1.8181818181818181,Lloyd Kelly
Emil,Krafth,DEF,10,240,0,0,1,2,0,0,0,44.2,10.9,11.0,45,6.6,405,2.2222222222222223,Emil Krafth
Garang,Kuol,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,406,0.0,Garang Kuol
Jamaal,Lascelles,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,407,0.0,Jamaal Lascelles
Jamal,Lewis,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,408,0.0,Jamal Lewis
Tino,Livramento,DEF,15,347,0,0,1,4,0,0,1,80.2,27.1,0.0,45,10.8,409,3.3333333333333335,Tino Livramento
Sean,Longstaff,MID,9,302,0,0,1,3,1,0,0,33.8,19.8,12.0,48,6.6,410,1.8749999999999998,Sean Longstaff
Lewis,Miley,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,411,0.0,Lewis Miley
Odysseas,Vlachodimos,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,412,0.0,Odysseas Vlachodimos
Nick,Pope,GK,31,630,0,0,2,7,0,0,2,223.8,0.0,0.0,50,22.4,413,6.2,Nick Pope
John,Ruddy,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,414,0.0,John Ruddy
Fabian,Schär,DEF,13,387,1,0,1,5,2,1,0,84.6,11.2,33.0,54,12.4,415,2.4074074074074074,Fabian Schär
Matt,Targett,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,416,0.0,Matt Targett
Sandro,Tonali,MID,7,230,0,0,1,2,1,0,0,36.6,34.8,64.0,55,13.5,417,1.2727272727272727,Sandro Tonali
Kieran,Trippier,DEF,13,278,0,0,1,3,0,0,2,44.6,65.7,11.0,57,12.1,418,2.280701754385965,Kieran Trippier
Joe,White,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,419,0.0,Joe White
Joe,Willock,MID,8,144,0,1,0,2,0,0,0,39.0,67.4,18.0,48,12.5,420,1.6666666666666665,Joe Willock
Callum,Wilson,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,69,0.0,421,0.0,Callum Wilson
Miodrag,Pivaš,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,574,0.0,Miodrag Pivaš
William,Osula,FWD,1,7,0,0,0,1,0,0,0,1.0,0.0,0.0,50,0.1,590,0.2,William Osula
Álex,Moreno Lopera,DEF,10,288,0,0,1,4,1,0,1,43.2,12.7,4.0,44,6.0,26,2.2727272727272725,Álex Moreno Lopera
Ola,Aina,DEF,24,593,0,0,2,5,1,0,5,113.8,67.7,8.0,45,19.0,422,5.333333333333333,Ola Aina
Elliot,Anderson,MID,17,421,0,1,2,6,1,0,2,99.4,75.5,60.0,50,23.4,423,3.4,Elliot Anderson
Taiwo,Awoniyi,FWD,4,79,0,0,0,1,0,0,0,7.8,3.8,33.0,57,4.2,424,0.7017543859649122,Taiwo Awoniyi
Willy,Boly,DEF,3,91,0,0,0,1,0,0,0,32.0,0.2,17.0,43,4.9,425,0.6976744186046512,Willy Boly
Josh,Bowler,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,426,0.0,Josh Bowler
