first_name,second_name,element_type,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,influence,creativity,threat,now_cost,ict_index,id,value,full_name
Carlos Miguel,dos Santos Pereira,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,427,0.0,Carlos Miguel dos Santos Pereira
Eric,da Silva Moreira,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,428,0.0,Eric da Silva Moreira
Danilo,dos Santos de Oliveira,MID,1,14,0,0,0,0,0,0,0,0.0,0.1,0.0,48,0.0,429,0.20833333333333331,Danilo dos Santos de Oliveira
Emmanuel,Dennis,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,430,0.0,Emmanuel Dennis
Nicolás,Domínguez,MID,4,174,0,0,0,2,1,0,0,26.2,20.4,9.0,48,5.6,431,0.8333333333333333,Nicolás Domínguez
Anthony,Elanga,MID,12,360,0,1,1,4,1,0,0,52.2,109.6,86.0,52,24.9,432,2.3076923076923075,Anthony Elanga
Morgan,Gibbs-White,MID,17,507,1,0,2,5,1,1,2,96.0,157.0,169.0,63,42.2,433,2.698412698412698,Morgan Gibbs-White
Callum,Hudson-Odoi,MID,22,480,1,1,2,4,1,0,1,94.8,169.2,103.0,54,36.6,434,4.0740740740740735,Callum Hudson-Odoi
Alex,Mighten,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,435,0.0,Alex Mighten
Murillo,Santiago Costa dos Santos,DEF,21,630,0,0,2,6,1,0,1,144.2,52.2,15.0,45,21.3,436,4.666666666666667,Murillo Santiago Costa dos Santos
Neco,Williams,DEF,11,339,0,0,1,2,3,0,0,68.8,50.6,70.0,45,19.0,437,2.4444444444444446,Neco Williams
Omar,Richards,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,438,0.0,Omar Richards
Lewis,O'Brien,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,439,0.0,Lewis O'Brien
Andrew,Omobamidele,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,440,0.0,Andrew Omobamidele
Jonathan,Panzo,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,441,0.0,Jonathan Panzo
Ibrahim,Sangaré,MID,4,212,0,0,1,2,2,0,0,38.8,16.4,19.0,44,7.4,442,0.9090909090909091,Ibrahim Sangaré
Matz,Sels,GK,26,630,0,0,2,6,2,0,3,150.8,0.1,0.0,45,15.1,443,5.777777777777778,Matz Sels
Harry,Toffolo,DEF,1,36,0,0,0,1,0,0,0,9.6,3.0,6.0,43,1.9,444,0.23255813953488372,Harry Toffolo
Hwang,Ui-jo,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,446,0.0,Hwang Ui-jo
Chris,Wood,FWD,39,557,4,0,3,5,1,0,10,156.0,45.4,195.0,62,39.8,447,6.290322580645161,Chris Wood
Joe,Worrall,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,448,0.0,Joe Worrall
Ryan,Yates,MID,15,446,0,1,1,3,2,0,2,60.2,58.3,84.0,49,20.3,449,3.061224489795918,Ryan Yates
James,Ward-Prowse,MID,6,302,0,0,1,5,0,1,0,31.6,29.1,9.0,62,7.0,531,0.9677419354838709,James Ward-Prowse
Nikola,Milenković,DEF,22,540,0,1,2,5,0,0,0,106.2,32.9,41.0,45,18.0,573,4.888888888888889,Nikola Milenković
João Pedro,Ferreira Silva,MID,8,113,0,1,0,0,1,0,0,40.8,34.7,43.0,59,11.9,596,1.3559322033898304,João Pedro Ferreira Silva
Ramón,Sosa,MID,8,56,1,0,0,0,0,0,0,43.6,21.5,24.0,55,8.9,620,1.4545454545454546,Ramón Sosa
Felipe,Rodrigues da Silva,DEF,3,35,0,0,0,0,0,0,0,22.4,0.0,0.0,45,2.2,653,0.6666666666666666,Felipe Rodrigues da Silva
Aaron,Ramsdale,GK,12,450,0,0,0,13,0,0,0,161.6,0.0,0.0,44,16.1,14,2.727272727272727,Aaron Ramsdale
Cameron,Archer,FWD,12,278,1,0,0,7,0,0,1,46.0,11.2,118.0,50,17.6,27,2.4,Cameron Archer
Lesley,Ugochukwu,MID,4,139,0,0,0,6,0,0,0,15.8,24.6,6.0,45,4.7,188,0.8888888888888888,Lesley Ugochukwu
Ryan,Fraser,MID,3,129,0,0,0,4,0,0,0,16.8,2.1,7.0,49,2.6,397,0.6122448979591836,Ryan Fraser
Carlos,Alcaraz Durán,MID,1,9,0,0,0,0,0,0,0,8.4,15.9,19.0,49,4.3,450,0.2040816326530612,Carlos Alcaraz Durán
Samuel,Amo-Ameyaw,MID,1,9,0,0,0,0,0,0,0,4.0,15.0,6.0,45,2.5,451,0.2222222222222222,Samuel Amo-Ameyaw
Joe,Aribo,MID,10,361,0,0,0,9,0,0,0,49.6,60.6,35.0,49,14.6,452,2.0408163265306123,Joe Aribo
Adam,Armstrong,FWD,6,229,0,0,0,5,1,0,0,12.2,17.5,58.0,53,8.7,453,1.132075471698113,Adam Armstrong
Gavin,Bazunu,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,454,0.0,Gavin Bazunu
Jan,Bednarek,DEF,8,620,0,0,0,15,2,0,0,189.8,32.6,4.0,40,22.6,455,2.0,Jan Bednarek
Armel,Bella-Kotchap,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,456,0.0,Armel Bella-Kotchap
James,Bree,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,457,0.0,James Bree
Shea,Charles,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,458,0.0,Shea Charles
Samuel,Edozie,MID,1,64,0,0,0,0,1,0,0,9.8,19.0,22.0,49,5.1,459,0.2040816326530612,Samuel Edozie
Ronnie,Edwards,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,460,0.0,Ronnie Edwards
Taylor,Harwood-Bellis,DEF,14,499,1,0,0,11,2,0,0,137.2,57.7,71.0,40,26.7,461,3.5,Taylor Harwood-Bellis
Kamaldeen,Sulemana,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,462,0.0,Kamaldeen Sulemana
Adam,Lallana,MID,9,113,0,2,0,1,2,0,1,44.2,29.7,15.0,50,8.9,463,1.8,Adam Lallana
Juan,Larios López,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,464,0.0,Juan Larios López
Mateusz,Lis,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,465,0.0,Mateusz Lis
Joe,Lumley,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,466,0.0,Joe Lumley
Ryan,Manning,DEF,1,73,0,0,0,2,0,0,0,19.4,1.9,0.0,43,2.1,467,0.23255813953488372,Ryan Manning
Sékou,Mara,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,468,0.0,Sékou Mara
Alex,McCarthy,GK,6,180,0,0,0,2,0,0,0,52.0,0.0,0.0,44,5.2,469,1.3636363636363635,Alex McCarthy
Paul,Onuachu,FWD,1,16,0,0,0,1,0,0,0,2.0,0.0,0.0,49,0.2,470,0.2040816326530612,Paul Onuachu
Will,Smallbone,MID,5,218,0,0,0,3,0,0,0,20.6,56.9,32.0,50,10.9,471,1.0,Will Smallbone
Jack,Stephens,DEF,2,348,0,0,0,8,1,1,0,42.0,27.1,11.0,40,8.0,472,0.5,Jack Stephens
Ross,Stewart,FWD,3,130,0,0,0,2,1,0,0,5.8,6.7,9.0,46,2.1,473,0.6521739130434782,Ross Stewart
Sugawara,Yukinari,DEF,14,565,1,0,0,15,1,0,0,137.0,119.3,43.0,45,29.8,474,3.111111111111111,Sugawara Yukinari
Charlie,Taylor,DEF,4,195,0,0,0,4,1,0,0,58.8,21.3,2.0,40,8.3,475,1.0,Charlie Taylor
Kyle,Walker-Peters,DEF,6,440,0,0,0,11,1,0,0,72.0,37.0,60.0,44,16.9,476,1.3636363636363635,Kyle Walker-Peters
Nathan,Wood-Gordon,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,477,0.0,Nathan Wood-Gordon
Maxwel,Cornet,MID,1,71,0,0,0,4,1,0,0,11.6,3.5,7.0,48,2.2,515,0.20833333333333331,Maxwel Cornet
Flynn,Downes,MID,11,630,0,0,0,15,3,0,0,89.0,173.7,26.0,49,28.9,518,2.2448979591836733,Flynn Downes
Ben,Brereton Díaz,MID,9,389,0,0,0,8,1,0,0,17.8,61.6,76.0,52,15.7,584,1.7307692307692306,Ben Brereton Díaz
Tyler,Dibling,MID,18,368,1,0,1,10,2,0,3,75.2,108.4,70.0,46,25.4,608,3.913043478260869,Tyler Dibling
Mateus Gonçalo,Espanha Fernandes,MID,13,371,0,1,1,9,1,0,0,63.8,81.4,63.0,50,20.8,623,2.6,Mateus Gonçalo Espanha Fernandes
Dominic,Solanke-Mitchell,FWD,21,447,2,1,1,6,0,0,0,121.4,56.2,210.0,76,38.7,82,2.763157894736842,Dominic Solanke-Mitchell
Ashley,Phillips,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,478,0.0,Ashley Phillips
Brandon,Austin,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,479,0.0,Brandon Austin
Rodrigo,Bentancur,MID,9,382,0,0,1,6,3,0,0,44.8,46.8,35.0,50,12.7,480,1.8,Rodrigo Bentancur
Lucas,Bergvall,MID,5,46,0,0,0,0,0,0,0,14.0,31.5,8.0,45,5.3,481,1.1111111111111112,Lucas Bergvall
Yves,Bissouma,MID,11,190,1,0,1,2,2,0,1,61.6,38.6,9.0,49,10.9,482,2.2448979591836733,Yves Bissouma
Bryan,Gil Salvatierra,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,483,0.0,Bryan Gil Salvatierra
Ben,Davies,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,484,0.0,Ben Davies
Alfie,Devine,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,485,0.0,Alfie Devine
Radu,Drăgușin,DEF,2,99,0,0,0,2,0,0,0,19.4,1.7,6.0,43,2.7,486,0.46511627906976744,Radu Drăgușin
Emerson,Leite de Souza Junior,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,487,0.0,Emerson Leite de Souza Junior
Fraser,Forster,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,488,0.0,Fraser Forster
Archie,Gray,MID,3,32,0,0,0,0,0,0,0,7.4,2.6,0.0,48,1.0,489,0.6249999999999999,Archie Gray
Pierre-Emile,Højbjerg,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,490,0.0,Pierre-Emile Højbjerg
Brennan,Johnson,MID,36,513,3,2,2,7,1,0,1,148.2,89.1,280.0,65,51.8,491,5.538461538461538,Brennan Johnson
Dejan,Kulusevski,MID,24,527,1,1,2,7,2,0,3,136.8,262.5,194.0,62,59.2,492,3.8709677419354835,Dejan Kulusevski
Giovani,Lo Celso,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,493,0.0,Giovani Lo Celso
James,Maddison,MID,39,563,2,3,2,8,2,0,6,208.0,247.0,199.0,75,65.4,494,5.2,James Maddison
Pedro,Porro,DEF,26,627,1,0,2,8,1,0,1,190.2,205.4,72.0,55,46.8,495,4.7272727272727275,Pedro Porro
Sergio,Reguilón,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,496,0.0,Sergio Reguilón
Richarlison,de Andrade,FWD,2,25,0,0,0,0,0,0,0,3.2,2.2,7.0,68,1.1,497,0.2941176470588235,Richarlison de Andrade
Cristian,Romero,DEF,28,630,1,0,2,8,0,0,2,177.0,51.4,124.0,51,35.4,498,5.490196078431372,Cristian Romero
Pape Matar,Sarr,MID,10,211,0,1,0,2,1,0,0,51.4,48.6,44.0,49,14.4,499,2.0408163265306123,Pape Matar Sarr
Dane,Scarlett,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,500,0.0,Dane Scarlett
Manor,Solomon,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,54,0.0,502,0.0,Manor Solomon
Son,Heung-min,MID,33,450,2,2,1,5,0,0,6,161.8,184.9,113.0,99,46.0,503,3.333333333333333,Son Heung-min
Djed,Spence,DEF,2,63,0,0,0,0,1,0,0,9.6,7.5,2.0,44,1.9,504,0.45454545454545453,Djed Spence
Destiny,Udogie,DEF,13,567,0,0,1,8,2,0,0,91.2,63.6,71.0,49,22.6,505,2.6530612244897958,Destiny Udogie
Micky,van de Ven,DEF,25,530,0,2,2,6,2,0,2,117.2,32.8,30.0,46,18.1,506,5.434782608695651,Micky van de Ven
Alejo,Véliz,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,507,0.0,Alejo Véliz
Guglielmo,Vicario,GK,21,630,0,0,2,8,1,0,0,147.6,0.0,0.0,50,14.7,508,4.2,Guglielmo Vicario
Timo,Werner,MID,11,192,0,1,1,4,0,0,0,41.8,43.3,61.0,62,14.6,509,1.7741935483870968,Timo Werner
Alfie,Whiteman,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,510,0.0,Alfie Whiteman
Will,Lankshear,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,609,0.0,Will Lankshear
Mikey,Moore,MID,3,21,0,0,0,0,0,0,0,1.2,0.5,7.0,45,0.7,610,0.6666666666666666,Mikey Moore
Wilson,Odobert,MID,6,160,0,0,1,1,0,0,0,10.0,40.5,42.0,54,9.2,612,1.111111111111111,Wilson Odobert
Aaron,Wan-Bissaka,DEF,9,478,0,0,0,9,0,0,0,91.8,109.4,25.0,45,22.5,388,2.0,Aaron Wan-Bissaka
Edson,Álvarez Velázquez,MID,5,242,0,0,0,6,2,0,0,36.2,53.1,6.0,50,9.6,511,1.0,Edson Álvarez Velázquez
Michail,Antonio,FWD,30,427,1,4,1,6,1,0,3,52.8,53.2,134.0,54,23.2,512,5.555555555555555,Michail Antonio
Alphonse,Areola,GK,16,585,0,0,1,10,0,0,0,131.8,0.0,0.0,45,13.2,513,3.5555555555555554,Alphonse Areola
Jarrod,Bowen,MID,36,607,2,3,1,10,0,0,2,186.4,251.5,211.0,74,64.8,514,4.864864864864865,Jarrod Bowen
Vladimír,Coufal,DEF,9,198,0,0,1,3,0,0,0,19.2,17.5,1.0,44,3.5,516,2.0454545454545454,Vladimír Coufal
Aaron,Cresswell,DEF,3,25,0,0,0,0,0,0,0,3.6,11.8,1.0,40,1.7,517,0.75,Aaron Cresswell
George,Earthy,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,519,0.0,George Earthy
Emerson,Palmieri dos Santos,DEF,11,503,0,0,1,10,2,0,0,72.6,87.1,22.0,44,17.9,520,2.5,Emerson Palmieri dos Santos
Łukasz,Fabiański,GK,1,45,0,0,0,1,0,0,0,16.4,0.0,0.0,40,1.6,521,0.25,Łukasz Fabiański
Wes,Foderingham,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,522,0.0,Wes Foderingham
Danny,Ings,FWD,10,28,1,0,0,0,0,0,3,36.6,0.8,36.0,50,7.4,523,2.0,Danny Ings
Max,Kilman,DEF,18,630,0,1,1,11,3,0,3,149.4,58.0,13.0,45,22.1,524,4.0,Max Kilman
Mohammed,Kudus,MID,19,577,1,0,1,11,0,0,0,97.2,98.2,225.0,63,42.0,525,3.0158730158730154,Mohammed Kudus
Luis Guilherme,Lira dos Santos,MID,1,4,0,0,0,0,0,0,0,0.0,0.1,0.0,48,0.0,526,0.20833333333333331,Luis Guilherme Lira dos Santos
Lucas,Tolentino Coelho de Lima,MID,24,526,2,0,1,9,1,0,1,119.0,132.9,96.0,59,34.8,527,4.067796610169491,Lucas Tolentino Coelho de Lima
Konstantinos,Mavropanos,DEF,14,495,0,0,1,9,0,0,2,147.8,9.0,36.0,45,19.4,528,3.111111111111111,Konstantinos Mavropanos
Nayef,Aguerd,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,529,0.0,Nayef Aguerd
Tomáš,Souček,MID,27,457,2,1,1,7,2,0,4,128.0,107.7,150.0,50,38.4,530,5.4,Tomáš Souček
Kurt,Zouma,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,532,0.0,Kurt Zouma
Andy,Irving,MID,1,19,0,0,0,0,1,0,0,8.4,2.6,7.0,49,1.8,576,0.2040816326530612,Andy Irving
Crysencio,Summerville,MID,6,140,0,0,0,4,0,0,0,21.0,35.7,34.0,57,9.0,587,1.0526315789473684,Crysencio Summerville
Guido,Rodríguez,MID,12,529,0,0,1,10,2,0,0,68.2,25.2,9.0,49,10.3,588,2.4489795918367343,Guido Rodríguez
Niclas,Füllkrug,FWD,3,63,0,0,0,2,0,0,0,2.6,2.5,29.0,67,3.5,589,0.44776119402985076,Niclas Füllkrug
Jean-Clair,Todibo,DEF,6,187,0,0,0,2,0,0,0,47.6,1.2,8.0,44,5.7,591,1.3636363636363635,Jean-Clair Todibo
Kaelan,Casey,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,643,0.0,Kaelan Casey
Carlos,Soler,MID,2,121,0,0,0,0,2,0,0,18.0,15.1,29.0,50,6.1,654,0.4,Carlos Soler
Sam,Johnstone,GK,10,450,0,0,0,13,0,0,0,155.8,10.0,0.0,44,16.6,204,2.2727272727272725,Sam Johnstone
Rayan,Aït-Nouri,DEF,22,564,2,2,0,20,3,0,2,164.8,121.2,110.0,44,39.7,533,5.0,Rayan Aït-Nouri
Boubacar,Traoré,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,534,0.0,Boubacar Traoré
Jean-Ricner,Bellegarde,MID,20,402,1,1,2,9,1,0,0,69.4,70.3,49.0,50,18.6,535,4.0,Jean-Ricner Bellegarde
Daniel,Bentley,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,536,0.0,Daniel Bentley
Francisco Jorge,Tomás Oliveira,MID,1,6,0,0,0,0,0,0,0,3.0,14.3,2.0,45,1.9,537,0.2222222222222222,Francisco Jorge Tomás Oliveira
Tawanda,Chirewa,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,538,0.0,Tawanda Chirewa
Leon,Chiwome,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,539,0.0,Leon Chiwome
Luke,Cundle,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,540,0.0,Luke Cundle
Matheus,Santos Carneiro Da Cunha,FWD,30,550,3,0,0,19,1,0,6,166.0,167.7,197.0,65,53.1,541,4.615384615384615,Matheus Santos Carneiro Da Cunha
Craig,Dawson,DEF,5,389,0,0,0,12,1,0,0,82.6,27.2,31.0,44,14.1,542,1.1363636363636362,Craig Dawson
Matt,Doherty,DEF,2,208,0,0,0,9,0,0,0,40.8,16.0,15.0,44,7.2,543,0.45454545454545453,Matt Doherty
Tommy,Doyle,MID,5,65,0,0,0,3,0,0,0,9.8,26.2,3.0,49,3.9,544,1.0204081632653061,Tommy Doyle
Fábio,Silva,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,545,0.0,Fábio Silva
Nathan,Fraser,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,546,0.0,Nathan Fraser
Enso,González,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,547,0.0,Enso González
Gonçalo Manuel,Ganchinho Guedes,MID,4,66,0,0,0,4,0,0,0,9.8,26.2,6.0,53,4.2,548,0.7547169811320754,Gonçalo Manuel Ganchinho Guedes
Hugo,Bueno López,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,549,0.0,Hugo Bueno López
Hwang,Hee-chan,MID,7,252,0,0,0,9,0,0,0,16.4,36.1,10.0,61,6.2,550,1.1475409836065573,Hwang Hee-chan
Joe,Hodge,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,551,0.0,Joe Hodge
Ki-Jana,Hoever,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,552,0.0,Ki-Jana Hoever
João Victor,Gomes da Silva,MID,10,569,0,0,0,18,3,0,0,60.8,52.4,14.0,49,12.7,553,2.0408163265306123,João Victor Gomes da Silva
José,Malheiro de Sá,GK,1,180,0,0,0,8,0,0,0,53.0,10.0,0.0,44,6.3,554,0.22727272727272727,José Malheiro de Sá
Saša,Kalajdžić,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,555,0.0,Saša Kalajdžić
Tom,King,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,556,0.0,Tom King
Mario,Lemina,MID,24,629,1,1,0,21,2,0,4,164.4,79.4,84.0,50,32.7,557,4.8,Mario Lemina
Yerson,Mosquera,DEF,3,441,0,0,0,12,2,0,0,110.2,27.3,21.0,40,16.0,558,0.75,Yerson Mosquera
Nélson,Cabral Semedo,DEF,6,420,0,1,0,12,3,0,0,67.4,44.9,17.0,45,13.0,559,1.3333333333333333,Nélson Cabral Semedo
Pedro,Cardoso de Lima,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,561,0.0,Pedro Cardoso de Lima
Daniel,Castelo Podence,MID,2,46,0,0,0,2,0,0,0,3.0,1.1,1.0,55,0.4,562,0.36363636363636365,Daniel Castelo Podence
Rodrigo,Martins Gomes,MID,4,115,0,0,0,6,0,0,0,9.0,6.7,14.0,53,2.8,563,0.7547169811320754,Rodrigo Martins Gomes
Santiago,Bueno,DEF,1,84,0,0,0,4,0,0,0,16.2,0.7,0.0,44,1.7,564,0.22727272727272727,Santiago Bueno
Pablo,Sarabia,MID,2,28,0,0,0,1,0,0,0,15.8,3.2,36.0,52,5.5,565,0.3846153846153846,Pablo Sarabia
Jørgen,Strand Larsen,FWD,25,564,2,1,1,18,0,0,0,104.8,57.6,128.0,55,28.8,566,4.545454545454546,Jørgen Strand Larsen
Toti António,Gomes,DEF,4,450,0,1,0,16,2,0,0,82.0,16.5,13.0,43,11.1,567,0.9302325581395349,Toti António Gomes
Bastien,Meupiyou,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,637,0.0,Bastien Meupiyou
André,Trindade da Costa Neto,MID,6,316,0,0,0,10,2,0,0,43.4,39.9,12.0,50,9.5,642,1.2,André Trindade da Costa Neto
Carlos Roberto,Forbs Borges,MID,2,109,0,0,0,5,2,0,0,16.4,18.3,21.0,55,5.5,655,0.36363636363636365,Carlos Roberto Forbs Borges
Alfie,Pond,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,664,0.0,Alfie Pond
